-5.398974782534141426e+00,-1.871216017712875823e+00,2.934332686006808633e+00,2.213579025100454345e+00,-6.893072880678587921e+00,1.017182744464500521e+00,-1.611979144858095014e-01,1.312378057959654454e+00,-3.244292476426188232e-01,-1.194636924151641910e+00,2.295252511851448018e-01
-6.804921998823766138e+00,-3.388105974681001609e+00,4.475145202470366179e+00,2.426433735840995976e+00,-8.395550624456387112e+00,1.551744867527041993e+00,-2.022900080954814217e-01,6.331351865117540445e-01,-1.051521188830363940e+00,-8.913603924799512468e-02,-3.611818424171285846e-01
-5.459442977637483096e+00,3.304370031428125465e-01,-8.153919132108908840e-01,2.580720891221764735e+00,-4.596252524841215603e+00,1.664950673587848318e+00,-1.822821903825430301e+00,6.422889523643011689e-01,-1.524158804311999127e-01,-1.290069464742024996e+00,-3.378729741839760159e+00
-6.352755946818550825e+00,-3.236774240915456069e+00,4.185023151259610330e+00,1.525614320215912478e+00,-4.049070751633650822e+00,2.156169281273703220e+00,9.577854947856296874e-01,2.284450922811935847e-01,7.318972351497832207e-02,-5.686703000189303747e-01,1.502348239496583471e+00
-5.699520954144530194e+00,-3.946595923733665412e+00,4.482837519016283245e+00,8.906048883962014440e-01,-4.808404526481374397e+00,1.220608263750185385e+00,-1.177835722323519851e+00,-7.044072485743778644e-01,-1.872526817542148336e+00,3.970678134964397699e-01,3.691934366968599446e-02
-5.373543750582574496e+00,-1.660321856671649776e+00,1.748889125345536755e+00,2.222798826956978446e-01,-3.739118171664932433e+00,-6.147642988016928101e-01,-1.159128677560643084e+00,1.536673749816703571e+00,-2.620521537385314570e+00,1.539502867230014560e-01,9.249523140682437417e-01
-6.418928465546742679e+00,-3.501640145809392646e+00,4.262401026133672666e+00,2.474986133822437484e+00,-8.067734736919584648e+00,1.719413567312068070e+00,-2.178346553544683872e-01,1.717837548206605502e-01,-5.701857721056482475e-01,3.752487937591809652e-01,-1.183825337887270124e-01
-6.849896920079165064e+00,-3.266116449883490258e+00,4.467454663591047925e+00,2.603669767449800165e+00,-8.511658712925047610e+00,1.746382643557764069e+00,-2.997859126129719387e-01,7.381537657900013594e-01,-8.682457984154783315e-01,-3.356086641849602425e-02,-3.536815324656911175e-01
-2.550590041284165110e+00,-3.559321021019893894e-01,-7.163763687164321770e-01,1.673080134765276838e+00,2.643832521805646429e+00,4.252033135887010040e-01,9.149161301725170503e-01,-1.957854726917495958e+00,-2.577808605678081566e+00,-1.066819382565840302e+00,-1.367539896052312409e+00
-5.923942654180913259e+00,-2.450110769476135708e+00,3.205188816945249375e+00,1.306719646460274387e+00,-5.880581268826760244e+00,6.183644411299586974e-01,-1.734520700984320429e+00,4.431197295303832551e-01,-8.274528691470851849e-02,1.310512251837170072e-01,-3.639051702391362664e-01
-7.707756288208990725e+00,-3.085990700396004982e+00,3.505434522862296731e+00,2.504797263667509988e+00,-6.672668307737856352e+00,1.552657172620357962e+00,-4.258846286918076540e-01,3.805171122448421928e-01,-1.049911800508023241e+00,1.325246437244299580e-01,-2.348247830560193372e-01
-6.628649255416538821e+00,-3.214597055138813442e+00,5.769191907127096286e+00,9.648478132689027875e-01,-5.638687033799184789e+00,1.403738916216329624e+00,-3.663579993379727506e-01,-6.303636075145837570e-01,-1.283712884604876425e+00,2.254048095703475862e-01,-4.297829281397319012e-01
-5.744695497767041026e+00,-3.890507252890612389e+00,5.240528176272988503e+00,2.416483703546672412e+00,-6.296299970318965933e+00,2.276890636636050402e+00,-1.525453653746403626e+00,1.178377646330142081e+00,-6.729347399918510497e-01,-3.256082945827463160e-01,9.254954146093485878e-01
-6.701014057564642634e+00,-3.466042137438513748e+00,4.513824699876025193e+00,2.681741168124582853e+00,-8.174924073388455170e+00,7.647600567243608705e-01,-4.335567215323200552e-01,1.861447564225585660e-01,-1.457310867268392096e+00,-6.683853148925438248e-01,-6.873070423808349538e-01
-6.642097806925391090e+00,-3.041475637274057231e+00,4.167036710813974310e+00,2.403382565292917050e+00,-7.497934313950279872e+00,1.322992112525374075e+00,-1.523634347579523318e-01,3.860675957239236844e-01,-1.635968527413280693e-01,8.295775377429936981e-01,-4.790146429437465159e-01
-7.065935215042885353e+00,-3.232289509769966429e+00,4.470358901564356557e+00,2.683629553182296679e+00,-8.484159962978180758e+00,1.427704149443558723e+00,-2.018282477337791092e-01,7.077143735524744628e-01,-4.809498183907754409e-01,-1.781832136125540145e-01,-2.903410228638482193e-01
