-3.263560294023198249e+00,-5.223177630757128931e+00,2.271632894123280266e+01,3.744244718164877472e+00,-7.450422748204955425e+00,-9.755569464430958959e+00,1.395049807658777929e+01,-4.877161966105343915e-01,4.072249963657382787e-01,-3.412328861603261210e+00,-6.317577064064694436e-01
-3.263224884158443029e+00,-5.185177891876143086e+00,2.271994108030335724e+01,3.865079392654806600e+00,-7.500172196744646413e+00,-9.785273299884108766e+00,1.397024075330405246e+01,-1.074035638089663847e+00,1.483609149951609973e+00,-1.032326173325507357e+00,-1.058750779692629207e+00
-3.203361655740093905e+00,-5.197992618652837571e+00,2.265522180769914939e+01,3.783432809348667103e+00,-7.399470337397211495e+00,-9.763301787953729161e+00,1.396666936101351375e+01,-2.621199899378502951e-01,2.074651837179670277e+00,-2.460042121092248735e+00,-9.920477622829835251e-01
-3.345413060891780699e+00,-5.181035769561378679e+00,2.280786146904855372e+01,3.946849142500515217e+00,-7.648907890075825833e+00,-9.828784730480942144e+00,1.385564351302003594e+01,-1.956511017097127381e+00,5.744030157903806666e-01,-5.464214750511323659e-01,-1.494426981253545561e+00
-3.289087789789330696e+00,-5.175998789504737907e+00,2.265210324051817992e+01,3.699704942325506618e+00,-7.414210369681349277e+00,-9.531667309018725831e+00,1.419104607736375989e+01,-5.453121514009967585e-01,5.159541832041419918e-01,-5.968965917383500797e-01,-4.404489739544085403e+00
-3.224456165001276187e+00,-5.199223428992392648e+00,2.264317001880897351e+01,3.703523436577738526e+00,-7.344062710398697291e+00,-9.642788355056119087e+00,1.418560220210168232e+01,-1.616592138594165895e-01,1.057618313661953247e+00,-1.650536001059065283e+00,-1.461115736771074092e+00
-3.224031124639620938e+00,-5.180930071121072622e+00,2.267885028714266582e+01,3.847273423510341406e+00,-7.440009044933777460e+00,-9.771782035007083422e+00,1.401848804049062913e+01,-7.492866112062890327e-01,2.117099099506361437e+00,-9.251738987329204411e-01,-9.567112972108573477e-01
-3.216845636280690979e+00,-5.180212881583863727e+00,2.267416187311406617e+01,3.853562722055823730e+00,-7.441181228407000248e+00,-9.783938949209447955e+00,1.398732969440284712e+01,-7.081110897434832463e-01,2.339114934319646011e+00,-1.087508391442673306e+00,-9.939356497541507185e-01
-3.213981197556978753e+00,-5.192401882647598832e+00,2.265661392265232621e+01,3.783919131562417437e+00,-7.403457373339387360e+00,-9.737921977660370487e+00,1.400751839050323078e+01,-3.598298124356923977e-01,1.937774642251657076e+00,-1.958548572044862546e+00,-1.328196105375716973e+00
-3.253244022690150672e+00,-5.178705709594602524e+00,2.269897865299656559e+01,3.853937289689982393e+00,-7.478043322480866451e+00,-9.756711410620718894e+00,1.400422049789438006e+01,-9.658111078848001796e-01,1.718328961294308677e+00,-7.487067764386377000e-01,-1.498032304969516115e+00
-3.227886924821450787e+00,-5.181468669565183482e+00,2.268172164615491937e+01,3.853439727846216467e+00,-7.461814321943245787e+00,-9.784265920121262283e+00,1.394496778198868547e+01,-7.501476653828660357e-01,2.219100976083468346e+00,-1.353015386076306781e+00,-1.331939464639972259e+00
-3.242050954013862007e+00,-5.184360590023668003e+00,2.269140259610843913e+01,3.836737749386943452e+00,-7.456205939943760796e+00,-9.759007098350776843e+00,1.401305295786069927e+01,-8.163539062086002662e-01,1.722988306336350250e+00,-1.073416125128044074e+00,-1.181518583408984968e+00
-3.220738615677736671e+00,-5.194265032274270943e+00,2.261978798209860031e+01,3.628223737572885188e+00,-7.210670713576890378e+00,-9.503273763296778753e+00,1.466505354171415654e+01,-1.147921733956009660e-01,1.315715617335078136e-02,9.857803632953634487e-01,-2.225876152218059234e-01
-3.247672322919523236e+00,-5.175542279550115587e+00,2.269674443025781585e+01,3.870854844168519993e+00,-7.486958030079312820e+00,-9.773744326366273327e+00,1.396681258909080192e+01,-9.823059709491104297e-01,2.003528935269936806e+00,-7.746087110965499400e-01,-1.572960770976837841e+00
-3.205061482882214374e+00,-5.179252579212472618e+00,2.264202549365739969e+01,3.800838474811364609e+00,-7.388429251676807752e+00,-9.719565842668151490e+00,1.407324676497858285e+01,-4.201299621444998800e-01,2.286250375721353478e+00,-1.006434786124194902e+00,-1.508834998320137233e+00
-3.320433647079310990e+00,-5.198615062030987666e+00,2.279124642152770264e+01,3.915649368965466781e+00,-7.645650347944062730e+00,-9.873915441689119277e+00,1.366540453890019258e+01,-1.502189782233641191e+00,9.634925076591953630e-01,-2.745152341020360431e+00,-1.647343163974001490e+00
-3.091114558721516747e+00,-5.189599213233562658e+00,2.252315712798676373e+01,3.668607901378139413e+00,-7.152372879151464247e+00,-9.641878069739696855e+00,1.433754006039698048e+01,8.115688998144041655e-01,3.158680853161205171e+00,-1.297178116911201995e+00,-2.030092033698990273e-01
-3.270094266574335773e+00,-5.196443378652154443e+00,2.272447630974305355e+01,3.831268757011046855e+00,-7.494739045465149019e+00,-9.775153606708984810e+00,1.395939988401317144e+01,-9.522884462773320013e-01,1.063913466881235559e+00,-1.720362324374191010e+00,-1.014094044492808377e+00
